Index,Timestamp,Speaker,Utterance,Traits,Justification,Confidence,ClarityScore,UniquenessScore,QualityScore
0,,MOT,Seeley look .,NONE,simple statement,0.0,0.0,0.0,0.0
1,,MOT,hello .,NONE,simple greeting,0.0,0.0,0.0,0.0
2,,CHI,hello .,NONE,simple greeting,0.0,0.0,0.0,0.0
3,,MOT,&~na call Grandma ?,NONE,unclear utterance,0.0,0.0,0.0,0.0
4,,MOT,call Grandma .,NONE,simple statement,0.0,0.0,0.0,0.0
5,,CHI,boy that .,NONE,unclear utterance,0.0,0.0,0.0,0.0
6,,MOT,it's a horse .,NONE,simple statement,0.0,0.0,0.0,0.0
7,,CHI,xxx .,NONE,unclear utterance,0.0,0.0,0.0,0.0
8,,MOT,call Grandma .,NONE,simple statement,0.0,0.0,0.0,0.0
9,,CHI,hello ?,NONE,simple question,0.0,0.0,0.0,0.0
10,,MOT,who you callin(g) ?,NONE,simple question,0.0,0.0,0.0,0.0
11,,CHI,xxx .,NONE,unclear utterance,0.0,0.0,0.0,0.0
12,,MOT,lemme see .,NONE,simple request,0.0,0.0,0.0,0.0
13,,MOT,"oh it's a horse , neigh@o .",NONE,simple statement with sound,0.0,0.0,0.0,0.0
14,,CHI,haha .,NONE,simple laughter,0.0,0.0,0.0,0.0
15,,MOT,no neigh@o  [/] neigh@o .,NONE,unclear utterance with sound,0.0,0.0,0.0,0.0
16,,CHI,hello ?,NONE,simple question,0.0,0.0,0.0,0.0
17,,MOT,<is anyone there>  [/] is anyone there ?,NONE,simple question,0.0,0.0,0.0,0.0
18,,MOT,come here .,NONE,simple request,0.0,0.0,0.0,0.0
19,,MOT,Seeley come here .,NONE,simple request,0.0,0.0,0.0,0.0
20,,MOT,let's play with the blocks .,NONE,simple suggestion,0.0,0.0,0.0,0.0
21,,MOT,wanna build something ?,NONE,simple question,0.0,0.0,0.0,0.0
22,,CHI,xxx .,NONE,unclear utterance,0.0,0.0,0.0,0.0
23,,MOT,hm: ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
24,,MOT,what do you think you wanna build something ?,NONE,unclear question,0.0,0.0,0.0,0.0
25,,CHI,&~oo &~oo it's a &~ba .,NONE,unclear utterance,0.0,0.0,0.0,0.0
26,,MOT,hm: ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
27,,MOT,Seeley .,NONE,simple call,0.0,0.0,0.0,0.0
28,,CHI,&~oo &~oo it's a &~ba .,NONE,unclear utterance,0.0,0.0,0.0,0.0
29,,MOT,it's a <horse>  [/] horse .,NONE,simple statement,0.0,0.0,0.0,0.0
30,,CHI,&~awk .,NONE,unclear utterance,0.0,0.0,0.0,0.0
31,,CHI,two .,NONE,simple number,0.0,0.0,0.0,0.0
32,,MOT,two .,NONE,simple number,0.0,0.0,0.0,0.0
33,,MOT,three .,NONE,simple number,0.0,0.0,0.0,0.0
34,,MOT,ah let's +/.,NONE,unclear utterance,0.0,0.0,0.0,0.0
35,,CHI,uhoh .,NONE,unclear utterance,0.0,0.0,0.0,0.0
36,,MOT,one .,NONE,simple number,0.0,0.0,0.0,0.0
37,,MOT,one .,NONE,simple number,0.0,0.0,0.0,0.0
38,,MOT,two .,NONE,simple number,0.0,0.0,0.0,0.0
39,,CHI,uhoh !,NONE,unclear utterance,0.0,0.0,0.0,0.0
40,,CHI,&~ehoh !,NONE,unclear utterance,0.0,0.0,0.0,0.0
41,,MOT,one two .,NONE,simple counting,0.0,0.0,0.0,0.0
42,,CHI,&~da &~ee .,NONE,unclear utterance,0.0,0.0,0.0,0.0
43,,MOT,three  [/] three  [/] three .,NONE,simple counting,0.0,0.0,0.0,0.0
44,,CHI,xxx .,NONE,unclear utterance,0.0,0.0,0.0,0.0
45,,MOT,oh <it's gonna fall>  [/] it's gonna fall it's going to fall .,NONE,simple statement,0.0,0.0,0.0,0.0
46,,MOT,it's too high .,NONE,simple statement,0.0,0.0,0.0,0.0
47,,CHI,&=gasps uhoh !,NONE,unclear utterance,0.0,0.0,0.0,0.0
48,,MOT,"uhoh , ready ?",NONE,simple question,0.0,0.0,0.0,0.0
49,,MOT,"one , how many yellow &~b , how many yellow do we have ?",NONE,unclear question,0.0,0.0,0.0,0.0
50,,CHI,xxx .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
51,,MOT,xxx .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
52,,CHI,xxx .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
53,,MOT,one .,NONE,simple response,0.0,0.0,0.0,0.0
54,,MOT,two .,NONE,simple response,0.0,0.0,0.0,0.0
55,,MOT,&=gasps uhoh fell down .,NONE,simple response,0.0,0.0,0.0,0.0
56,,MOT,uhoh it fell down .,NONE,simple response,0.0,0.0,0.0,0.0
57,,CHI,xxx .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
58,,MOT,hm: ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
59,,CHI,&~eh &~eh &~eh do .,T07,child makes vocal noises repeatedly; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
60,,MOT,what ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
61,,MOT,you want me to help ?,NONE,simple question,0.0,0.0,0.0,0.0
62,,CHI,ye(a)h .,NONE,simple response,0.0,0.0,0.0,0.0
63,,MOT,let's put it here .,NONE,simple statement,0.0,0.0,0.0,0.0
64,,MOT,you wanna stack those up .,NONE,simple statement,0.0,0.0,0.0,0.0
65,,CHI,&=gasps uhoh !,T07,child makes vocal noises repeatedly; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
66,,MOT,uhoh it fell .,NONE,simple statement,0.0,0.0,0.0,0.0
67,,CHI,&=gasps uhoh !,T07,child makes vocal noises repeatedly; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
68,,MOT,look  [/] look .,NONE,simple statement,0.0,0.0,0.0,0.0
69,,MOT,xxx .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
70,,CHI,<it's a &~ba>  [/] it's a &~ba .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
71,,MOT,come here look .,NONE,simple statement,0.0,0.0,0.0,0.0
72,,CHI,it's a &~ba .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
73,,MOT,it's a horse  [/] horse .,NONE,simple statement,0.0,0.0,0.0,0.0
74,,MOT,neigh@o  [/] neigh@o .,NONE,simple statement,0.0,0.0,0.0,0.0
75,,MOT,hm: ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
76,,CHI,hm: ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
77,,MOT,<can I call someone>  [/] can I call someone ?,NONE,simple question,0.0,0.0,0.0,0.0
78,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
79,,MOT,can I use the phone ?,NONE,simple question,0.0,0.0,0.0,0.0
80,,CHI,no !,NONE,normal conversational response,0.0,0.0,0.0,0.0
81,,MOT,&=gasps please ?,NONE,simple request,0.0,0.0,0.0,0.0
82,,MOT,please can I use the phone ?,NONE,simple question,0.0,0.0,0.0,0.0
83,,CHI,no  [/] no !,NONE,emphatic response,0.0,0.0,0.0,0.0
84,,MOT,okay <come here>  [/] come here .,NONE,simple statement,0.0,0.0,0.0,0.0
85,,MOT,Seeley come here .,NONE,simple statement,0.0,0.0,0.0,0.0
86,,MOT,hey Seeley come here (a)n(d) we'll play with the blocks .,NONE,simple statement,0.0,0.0,0.0,0.0
87,,CHI,xxx !,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
88,,MOT,what do you wanna do ?,NONE,simple question,0.0,0.0,0.0,0.0
89,,MOT,you wan(t) me build something .,NONE,simple statement,0.0,0.0,0.0,0.0
90,,CHI,xxx .,NONE,no discernible content to analyze,0.0,0.0,0.0,0.0
91,,MOT,hello can I talk to Seeley ?,NONE,simple question,0.0,0.0,0.0,0.0
92,,CHI,&=whines .,T07,child makes vocal noises repeatedly; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
93,,MOT,you want it ?,NONE,simple question,0.0,0.0,0.0,0.0
