Index,Timestamp,Speaker,Utterance,Traits,Justification,Confidence,ClarityScore,UniquenessScore,QualityScore
0,,MOT,call somebody xxx .,NONE,simple statement,0.0,0.0,0.0,0.0
1,,MOT,who are you calling ?,NONE,normal question,0.0,0.0,0.0,0.0
2,,MOT,you're gonna call Snape ?,NONE,normal question,0.0,0.0,0.0,0.0
3,,MOT,oh is it for me ?,NONE,normal question,0.0,0.0,0.0,0.0
4,,MOT,hello .,NONE,simple greeting,0.0,0.0,0.0,0.0
5,,MOT,hello .,NONE,simple greeting,0.0,0.0,0.0,0.0
6,,MOT,Russell come back .,NONE,simple command,0.0,0.0,0.0,0.0
7,,MOT,Russell  [/] Russell .,NONE,simple repetition,0.0,0.0,0.0,0.0
8,,MOT,www .,NONE,unclear utterance,0.0,0.0,0.0,0.0
9,,MOT,wanna make a tower out of this ?,NONE,normal question,0.0,0.0,0.0,0.0
10,,MOT,"why don't we build , you made the nice ah , looks like a train there .",NONE,normal suggestion,0.0,0.0,0.0,0.0
11,,MOT,why don't we make a tower (o)kay ?,NONE,normal suggestion,0.0,0.0,0.0,0.0
12,,CHI,it &~ca fall down .,NONE,unclear utterance,0.0,0.0,0.0,0.0
13,,MOT,it's gonna fall down ?,NONE,normal question,0.0,0.0,0.0,0.0
14,,CHI,mhm .,NONE,simple affirmation,0.0,0.0,0.0,0.0
15,,MOT,well let's try to build it up .,NONE,normal suggestion,0.0,0.0,0.0,0.0
16,,MOT,you wanna help me ?,NONE,normal question,0.0,0.0,0.0,0.0
17,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
18,,MOT,"think it's gonna , can I get it up ?",NONE,unclear question,0.0,0.0,0.0,0.0
19,,CHI,xxx .,NONE,unclear utterance,0.0,0.0,0.0,0.0
20,,MOT,oh fall down .,NONE,simple statement,0.0,0.0,0.0,0.0
21,,CHI,you can't .,NONE,simple refusal,0.0,0.0,0.0,0.0
22,,MOT,can you do it ?,NONE,normal question,0.0,0.0,0.0,0.0
23,,CHI,ye(a)h .,NONE,simple affirmation,0.0,0.0,0.0,0.0
24,,CHI,I can't they can fall down .,NONE,normal statement,0.0,0.0,0.0,0.0
25,,MOT,oh .,NONE,normal conversational response,0.0,0.0,0.0,0.0
26,,MOT,&~m alright .,NONE,normal conversational response,0.0,0.0,0.0,0.0
27,,MOT,you gonna try again ?,NONE,normal question,0.0,0.0,0.0,0.0
28,,MOT,Russell .,NONE,simple call,0.0,0.0,0.0,0.0
29,,MOT,sweetie .,NONE,simple call,0.0,0.0,0.0,0.0
30,,MOT,you needta stay here and play with me okay ?,NONE,normal suggestion,0.0,0.0,0.0,0.0
31,,MOT,come on .,NONE,simple command,0.0,0.0,0.0,0.0
32,,CHI,no &=yells .,NONE,normal conversational response,0.0,0.0,0.0,0.0
33,,CHI,I don't no wanna .,NONE,simple refusal,0.0,0.0,0.0,0.0
34,,MOT,Russell Heidi wants to watch us play a bit okay ?,NONE,normal statement,0.0,0.0,0.0,0.0
35,,MOT,come here .,NONE,simple command,0.0,0.0,0.0,0.0
36,,MOT,(o)kay .,NONE,simple affirmation,0.0,0.0,0.0,0.0
37,,MOT,let's see who's number is <five five five five five five>  [/] five .,NONE,unclear statement,0.0,0.0,0.0,0.0
38,,MOT,"three five , seven two .",NONE,normal statement,0.0,0.0,0.0,0.0
39,,MOT,ring@o  [/] ring@o  [/] ring@o .,NONE,unclear utterance,0.0,0.0,0.0,0.0
40,,MOT,hi Snape .,NONE,simple greeting,0.0,0.0,0.0,0.0
41,,MOT,it's Angela and Russell .,NONE,normal statement,0.0,0.0,0.0,0.0
42,,MOT,how are you doing ?,NONE,normal question,0.0,0.0,0.0,0.0
43,,MOT,how &~d you do at school today ?,NONE,normal question,0.0,0.0,0.0,0.0
44,,MOT,Russell misses you .,NONE,normal statement,0.0,0.0,0.0,0.0
45,,MOT,he wants to say hi .,NONE,normal statement,0.0,0.0,0.0,0.0
46,,MOT,what do you say ?,NONE,normal question,0.0,0.0,0.0,0.0
47,,CHI,what you did at school ?,NONE,normal question,0.0,0.0,0.0,0.0
48,,MOT,what &~d he do at school ?,NONE,normal question,0.0,0.0,0.0,0.0
49,,CHI,he did his &~ar work .,NONE,normal statement,0.0,0.0,0.0,0.0
50,,MOT,he did a lot of work ?,NONE,normal question,0.0,0.0,0.0,0.0
51,,CHI,&~ar work !,T09,child repeats phrase with unclear articulation; clarity=0.50; uniqueness=1.00; confidence=0.67,0.67,0.5,1.0,0.0
52,,MOT,"art work , oh good .",NONE,normal statement,0.0,0.0,0.0,0.0
53,,MOT,I bet Snape makes nice art work .,NONE,normal statement,0.0,0.0,0.0,0.0
54,,MOT,wild .,NONE,normal exclamation,0.0,0.0,0.0,0.0
55,,MOT,Snape what are you gonna be for Halloween ?,NONE,normal question,0.0,0.0,0.0,0.0
56,,CHI,he said he &~g +...,T09,child repeats phrase with unclear articulation; clarity=0.50; uniqueness=1.00; confidence=0.67,0.67,0.5,1.0,0.0
57,,CHI,"he said he &~gon be , a fireman .",NONE,normal statement,0.0,0.0,0.0,0.0
58,,MOT,"a fireman , cool .",NONE,normal statement,0.0,0.0,0.0,0.0
59,,MOT,wanna tell him what you're gonna be for Halloween .,NONE,normal question,0.0,0.0,0.0,0.0
60,,MOT,Russell stay here .,NONE,normal command,0.0,0.0,0.0,0.0
61,,CHI,I don't want .,NONE,normal statement,0.0,0.0,0.0,0.0
62,,CHI,&~a get out of here .,T05,child responds impulsively before the question is completed; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
63,,CHI,I don't know .,NONE,normal statement,0.0,0.0,0.0,0.0
64,,MOT,you don't know ?,NONE,normal question,0.0,0.0,0.0,0.0
65,,MOT,you got the blocks .,NONE,normal statement,0.0,0.0,0.0,0.0
66,,MOT,here .,NONE,normal statement,0.0,0.0,0.0,0.0
67,,MOT,"you wanna have a tea_party , like we do ?",NONE,normal question,0.0,0.0,0.0,0.0
68,,CHI,&=moans .,T07,child makes vocal noises during conversation; clarity=0.50; uniqueness=1.00; confidence=0.67,0.67,0.5,1.0,0.0
69,,MOT,look .,NONE,normal command,0.0,0.0,0.0,0.0
70,,MOT,I pour you some tea .,NONE,normal statement,0.0,0.0,0.0,0.0
71,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
72,,MOT,no ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
73,,MOT,would you like some sugar in your tea .,NONE,normal question,0.0,0.0,0.0,0.0
74,,CHI,I'm gonna dump it on your hair .,T04,child abruptly changes topic to dumping tea; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
75,,MOT,oh &~pf .,NONE,normal conversational response,0.0,0.0,0.0,0.0
76,,MOT,"now I'm all wet , I'm gonna pour it on your head &~gloog &~gloog &~gloog &~gloog &~gloog &~gloog &~gloog &~gloog &~gloog .",T36,excessive excitement in normal context; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
77,,CHI,&=laughs .,T27,child laughs quickly during conversation; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
78,,MOT,&~hew .,NONE,normal exclamation,0.0,0.0,0.0,0.0
79,,CHI,xxx on your head .,T09,child repeats phrase with unclear articulation; clarity=0.50; uniqueness=1.00; confidence=0.67,0.67,0.5,1.0,0.0
80,,MOT,right on my head .,NONE,normal statement,0.0,0.0,0.0,0.0
81,,MOT,I pour it on your head ?,NONE,normal question,0.0,0.0,0.0,0.0
82,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
83,,CHI,&~gloog &~gloog no more .,T09,child repeats phrase with unclear articulation; clarity=0.50; uniqueness=1.00; confidence=0.67,0.67,0.5,1.0,0.0
84,,MOT,no more .,NONE,normal conversational response,0.0,0.0,0.0,0.0
85,,CHI,&~gloog &~gloog no more .,T09,child repeats,0.0,0.0,0.0,0.0
100,,MOT,what's wrong ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
101,,MOT,you wanna load up the truck ?,NONE,normal question,0.0,0.0,0.0,0.0
102,,MOT,use the dump+truck ?,NONE,normal question,0.0,0.0,0.0,0.0
103,,CHI,&=whines I'm &~a tired .,T07,"child whines, indicating vocal restlessness; clarity=0.75; uniqueness=1.00; confidence=0.85",0.85,0.75,1.0,0.0
104,,MOT,oh Buddy come on .,NONE,normal encouragement,0.0,0.0,0.0,0.0
105,,MOT,please .,NONE,normal request,0.0,0.0,0.0,0.0
106,,MOT,help out .,NONE,normal request,0.0,0.0,0.0,0.0
107,,MOT,oh look Daddy's back .,NONE,normal observation,0.0,0.0,0.0,0.0
108,,MOT,Russell come on .,NONE,normal encouragement,0.0,0.0,0.0,0.0
109,,MOT,<you gotta help>  [/] you gotta help .,NONE,normal encouragement,0.0,0.0,0.0,0.0
110,,MOT,hm do you wanna play with the babies ?,NONE,normal question,0.0,0.0,0.0,0.0
111,,CHI,&=whines .,T07,"child whines, indicating vocal restlessness; clarity=0.75; uniqueness=1.00; confidence=0.85",0.85,0.75,1.0,0.0
