Index,Timestamp,Speaker,Utterance,Traits,Justification,Confidence,ClarityScore,UniquenessScore,QualityScore
0,,CHI,would you open it please ?,NONE,normal question,0.0,0.0,0.0,0.0
1,,MOT,I can .,NONE,simple response,0.0,0.0,0.0,0.0
2,,CHI,and they dolls .,NONE,incomplete thought,0.0,0.0,0.0,0.0
3,,MOT,oh .,NONE,normal conversational response,0.0,0.0,0.0,0.0
4,,CHI,two .,NONE,single word response,0.0,0.0,0.0,0.0
5,,MOT,mhm .,NONE,simple acknowledgment,0.0,0.0,0.0,0.0
6,,CHI,there's a girl and a baby .,NONE,descriptive statement,0.0,0.0,0.0,0.0
7,,MOT,mhm .,NONE,simple acknowledgment,0.0,0.0,0.0,0.0
8,,CHI,it's hat .,NONE,incomplete thought,0.0,0.0,0.0,0.0
9,,CHI,these are a xxx for big girl .,NONE,unclear statement,0.0,0.0,0.0,0.0
10,,MOT,okay .,NONE,normal conversational response,0.0,0.0,0.0,0.0
11,,MOT,so babies can't have them ?,NONE,question for clarification,0.0,0.0,0.0,0.0
12,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
13,,CHI,this is a big girl .,NONE,descriptive statement,0.0,0.0,0.0,0.0
14,,MOT,yeah .,NONE,normal conversational response,0.0,0.0,0.0,0.0
15,,CHI,that's a little boy .,NONE,descriptive statement,0.0,0.0,0.0,0.0
16,,MOT,that's a little boy ?,NONE,question for clarification,0.0,0.0,0.0,0.0
17,,CHI,yeah .,NONE,normal conversational response,0.0,0.0,0.0,0.0
18,,MOT,okay .,NONE,normal conversational response,0.0,0.0,0.0,0.0
19,,CHI,what is xxx .,NONE,unclear question,0.0,0.0,0.0,0.0
20,,CHI,xxx baby spoons .,NONE,unclear statement,0.0,0.0,0.0,0.0
21,,MOT,do you want the spoons ?,NONE,question for clarification,0.0,0.0,0.0,0.0
22,,CHI,not yet for the babies .,NONE,simple response,0.0,0.0,0.0,0.0
23,,MOT,"not yet , okay .",NONE,simple acknowledgment,0.0,0.0,0.0,0.0
