Index,Timestamp,Speaker,Utterance,Traits,Justification,Confidence,ClarityScore,UniquenessScore,QualityScore
0,,MOT,are you gonna call the horses ?,NONE,normal question,0.0,0.0,0.0,0.0
1,,MOT,what are you gonna say to the horses ?,NONE,normal question,0.0,0.0,0.0,0.0
2,,CHI,them can't talk .,NONE,simple statement,0.0,0.0,0.0,0.0
3,,MOT,they can't talk but maybe you can talk to them .,NONE,normal statement,0.0,0.0,0.0,0.0
4,,MOT,what would you say ?,NONE,normal question,0.0,0.0,0.0,0.0
5,,CHI,hi .,NONE,simple greeting,0.0,0.0,0.0,0.0
6,,MOT,hi .,NONE,simple greeting,0.0,0.0,0.0,0.0
7,,MOT,"I'll  [/] I'll be the horse , (o)kay ?",NONE,playful statement,0.0,0.0,0.0,0.0
8,,CHI,&=whines .,T07,child exhibits vocal restlessness with whining; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
9,,MOT,I'll pretend I can talk .,NONE,normal statement,0.0,0.0,0.0,0.0
10,,MOT,you want me to be a magic horse ?,NONE,normal question,0.0,0.0,0.0,0.0
11,,CHI,&=whines .,T07,child exhibits vocal restlessness with whining; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
12,,MOT,no ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
13,,MOT,"like at , what I can be a horse at the farm ?",NONE,normal statement,0.0,0.0,0.0,0.0
14,,MOT,"like , &~a &~tha can talk ?",NONE,unclear statement,0.0,0.0,0.0,0.0
15,,MOT,no ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
16,,MOT,"alright , okay , how (a)bout you call me and invite me over for a tea_party ?",NONE,normal suggestion,0.0,0.0,0.0,0.0
17,,CHI,why ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
18,,MOT,"yeah (be)cause we have tea , a tea set here .",NONE,normal statement,0.0,0.0,0.0,0.0
19,,MOT,now why don't you call me like you call Grandma and you say come and have some tea ?,NONE,normal suggestion,0.0,0.0,0.0,0.0
20,,CHI,"you , a horse ?",NONE,simple question,0.0,0.0,0.0,0.0
21,,MOT,"no I'm gonna be , I can be Mummy .",NONE,normal statement,0.0,0.0,0.0,0.0
22,,MOT,or I can be Grandma .,NONE,normal statement,0.0,0.0,0.0,0.0
23,,MOT,who do you want me to be ?,NONE,normal question,0.0,0.0,0.0,0.0
24,,CHI,I don't know .,NONE,simple response,0.0,0.0,0.0,0.0
25,,MOT,you want me to be a princess ?,NONE,normal question,0.0,0.0,0.0,0.0
26,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
27,,MOT,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
28,,MOT,do you want me to be a horse that you invite over for tea ?,NONE,normal question,0.0,0.0,0.0,0.0
29,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
30,,MOT,(o)kay can I call you ?,NONE,normal question,0.0,0.0,0.0,0.0
31,,CHI,no .,NONE,normal conversational response,0.0,0.0,0.0,0.0
32,,MOT,woah Jeffrey lemme try .,T36,mother shows excessive enthusiasm in calling; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
33,,MOT,"okay , ready ?",NONE,normal question,0.0,0.0,0.0,0.0
34,,MOT,&~doo &~doo &~doo &~doo who am I calling .,T07,mother exhibits vocal restlessness with repetitive sounds; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
35,,MOT,I'm calling you ?,NONE,normal question,0.0,0.0,0.0,0.0
