Index,Timestamp,Speaker,Utterance,Traits,Justification,Confidence,ClarityScore,UniquenessScore,QualityScore
0,,MOT,it's Aneesh .,NONE,simple identification,0.0,0.0,0.0,0.0
1,,MOT,here .,NONE,simple response,0.0,0.0,0.0,0.0
2,,MOT,hi Aneesh .,NONE,simple greeting,0.0,0.0,0.0,0.0
3,,MOT,&~bu Aneesh can't hear you &=gasps .,NONE,unclear utterance,0.0,0.0,0.0,0.0
4,,MOT,you hafta talk to Aneesh .,NONE,directive statement,0.0,0.0,0.0,0.0
5,,MOT,hello .,NONE,simple greeting,0.0,0.0,0.0,0.0
6,,CHI,hello .,NONE,simple greeting,0.0,0.0,0.0,0.0
7,,MOT,how are you .,NONE,simple inquiry,0.0,0.0,0.0,0.0
8,,CHI,how are you .,NONE,simple inquiry,0.0,0.0,0.0,0.0
9,,MOT,it's Aneesh .,NONE,simple identification,0.0,0.0,0.0,0.0
10,,MOT,here's Aneesh .,NONE,simple identification,0.0,0.0,0.0,0.0
11,,CHI,hello .,NONE,simple greeting,0.0,0.0,0.0,0.0
12,,MOT,hello &=laughs .,NONE,simple greeting with laughter,0.0,0.0,0.0,0.0
13,,CHI,bye .,NONE,simple farewell,0.0,0.0,0.0,0.0
14,,MOT,oh .,NONE,normal conversational response,0.0,0.0,0.0,0.0
15,,CHI,&=sings .,NONE,singing without context,0.0,0.0,0.0,0.0
16,,MOT,Fred you wanna have tea ?,NONE,inquiry about preference,0.0,0.0,0.0,0.0
17,,MOT,to have the tea_party .,NONE,incomplete thought,0.0,0.0,0.0,0.0
18,,MOT,"you gotta have , tea .",NONE,directive statement,0.0,0.0,0.0,0.0
19,,CHI,&=sings .,NONE,singing without context,0.0,0.0,0.0,0.0
20,,MOT,goodbye .,NONE,simple farewell,0.0,0.0,0.0,0.0
21,,CHI,I want .,T22,monosyllabic response lacking elaboration; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
22,,MOT,what do you want ?,NONE,inquiry about preference,0.0,0.0,0.0,0.0
23,,CHI,I want .,T22,monosyllabic response lacking elaboration; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
24,,MOT,tea@si  [/] tea@si rosie@si tea@si .,NONE,unclear utterance,0.0,0.0,0.0,0.0
25,,MOT,here's your cup .,NONE,simple statement,0.0,0.0,0.0,0.0
26,,MOT,to@si have@si a@si tea_party@si &=sips .,NONE,unclear utterance,0.0,0.0,0.0,0.0
27,,MOT,you@si gotta@si have@si teacups@si .,NONE,directive statement,0.0,0.0,0.0,0.0
28,,MOT,to@si have@si a@si tea_party@si .,NONE,directive statement,0.0,0.0,0.0,0.0
29,,MOT,"you@si gotta@si have@si , saucers@si .",NONE,directive statement,0.0,0.0,0.0,0.0
30,,MOT,to@si have@si a@si tea_party@si .,NONE,directive statement,0.0,0.0,0.0,0.0
31,,MOT,"you@si gotta@si have@si , oh don't eat .",NONE,directive statement,0.0,0.0,0.0,0.0
32,,MOT,you@si gotta@si have@si teaspoons@si .,NONE,directive statement,0.0,0.0,0.0,0.0
33,,MOT,tea@si  [/] tea@si rosie@si tea@si .,NONE,unclear utterance,0.0,0.0,0.0,0.0
34,,MOT,tea@si  [/] tea@si like +...,NONE,unclear utterance,0.0,0.0,0.0,0.0
35,,CHI,++ Dorothy .,NONE,unclear utterance,0.0,0.0,0.0,0.0
36,,MOT,Dorothy !,NONE,simple identification,0.0,0.0,0.0,0.0
37,,MOT,tea@si  [/] tea@si rosie@si tea@si .,NONE,unclear utterance,0.0,0.0,0.0,0.0
38,,MOT,drink your tea &=sips .,NONE,directive statement with action,0.0,0.0,0.0,0.0
39,,MOT,drinking .,NONE,simple statement,0.0,0.0,0.0,0.0
40,,MOT,here drink .,NONE,directive statement,0.0,0.0,0.0,0.0
41,,MOT,drink tea .,NONE,directive statement,0.0,0.0,0.0,0.0
42,,MOT,don't put it in your mouth though just &=sips .,NONE,directive statement with action,0.0,0.0,0.0,0.0
43,,MOT,oh maybe baby wants to drink tea .,NONE,speculative statement,0.0,0.0,0.0,0.0
44,,CHI,xxx .,NONE,unclear utterance,0.0,0.0,0.0,0.0
45,,CHI,Mommy stop singing .,T11,emotional reactivity in speech; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
46,,MOT,Mommy stop singing ?,NONE,inquiry about action,0.0,0.0,0.0,0.0
47,,MOT,okay Mommy stop singing .,NONE,simple statement,0.0,0.0,0.0,0.0
48,,MOT,maybe baby wants to drink tea .,NONE,speculative statement,0.0,0.0,0.0,0.0
49,,MOT,no ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
50,,MOT,does baby want tea ?,NONE,normal question,0.0,0.0,0.0,0.0
51,,MOT,tea ?,NONE,normal question,0.0,0.0,0.0,0.0
52,,MOT,&=sips .,NONE,non-verbal action,0.0,0.0,0.0,0.0
53,,MOT,oh maybe baby wants to eat .,NONE,normal statement,0.0,0.0,0.0,0.0
54,,MOT,does baby wanna eat ?,NONE,normal question,0.0,0.0,0.0,0.0
55,,MOT,baby .,NONE,normal statement,0.0,0.0,0.0,0.0
56,,CHI,xxx Mommy &~sm .,NONE,non-verbal action,0.0,0.0,0.0,0.0
57,,CHI,Mommy stop singing .,T07,child vocalizes with urgency; clarity=0.75; uniqueness=1.00; confidence=0.85,0.85,0.75,1.0,0.0
58,,MOT,okay I'm gonna stop singing but we hafta stay here .,NONE,normal statement,0.0,0.0,0.0,0.0
59,,CHI,&=yells .,T07,"child yells, indicating excitement or urgency; clarity=0.75; uniqueness=1.00; confidence=0.85",0.85,0.75,1.0,0.0
60,,MOT,yeah come Fred help Mommy .,NONE,normal statement,0.0,0.0,0.0,0.0
