Index,Timestamp,Speaker,Utterance,Traits,Justification,Confidence,ClarityScore,UniquenessScore,QualityScore
0,,CHI,beep@o  [/] beep@o .,NONE,unclear utterance without context,0.0,0.0,0.0,0.0
1,,FAT,what's that ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
2,,FAT,what's that ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
3,,FAT,hey .,NONE,simple greeting,0.0,0.0,0.0,0.0
4,,FAT,"look  [/] , look at the car .",NONE,simple directive,0.0,0.0,0.0,0.0
5,,FAT,what color ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
6,,FAT,hm: ?,NONE,normal conversational response,0.0,0.0,0.0,0.0
7,,CHI,&~ah xxx .,NONE,unclear utterance without context,0.0,0.0,0.0,0.0
8,,FAT,yeah .,NONE,normal conversational response,0.0,0.0,0.0,0.0
9,,FAT,"wow , yeah .",NONE,simple affirmation,0.0,0.0,0.0,0.0
10,,CHI,&~sh .,NONE,unclear utterance without context,0.0,0.0,0.0,0.0
11,,FAT,what are you doing ?,NONE,simple question,0.0,0.0,0.0,0.0
12,,FAT,you wanna make a tower ?,NONE,simple question,0.0,0.0,0.0,0.0
13,,FAT,&=gasps ah wow good boy .,NONE,simple statement with laughter,0.0,0.0,0.0,0.0
14,,FAT,that's a tower &=laughs wow .,NONE,simple statement with laughter,0.0,0.0,0.0,0.0
15,,FAT,&=laughs &~y wanna do it again ?,NONE,simple question with laughter,0.0,0.0,0.0,0.0
16,,FAT,hey &~y wanna do it again ?,NONE,simple question,0.0,0.0,0.0,0.0
17,,FAT,make another tower .,NONE,simple directive,0.0,0.0,0.0,0.0
18,,FAT,come on .,NONE,simple directive,0.0,0.0,0.0,0.0
19,,FAT,start .,NONE,simple directive,0.0,0.0,0.0,0.0
20,,FAT,go .,NONE,simple directive,0.0,0.0,0.0,0.0
21,,FAT,"yeah , continue .",NONE,simple directive,0.0,0.0,0.0,0.0
22,,CHI,one .,NONE,simple count,0.0,0.0,0.0,0.0
23,,CHI,two .,NONE,simple count,0.0,0.0,0.0,0.0
